Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),City,IsCondo,Latitude,Longitude
2581630.0,2.0,0.0,88.0,74.0,General Trias,0,14.2814,120.918211
7324800.0,1.0,1.0,56.0,0.0,Pasay,1,14.55323,120.990226
8098491.0,1.0,1.0,34.0,0.0,Mandaluyong,1,14.592173,121.053333
5400000.0,2.0,0.0,72.0,0.0,Alfonso,1,14.0971303,120.8354138
8983740.0,2.0,1.0,67.0,0.0,Cebu,1,10.305725,123.904993
10705260.0,1.0,1.0,45.0,0.0,Mandaluyong,1,14.592173,121.053333
9516936.0,3.0,2.0,57.0,0.0,Manila,1,14.5822048,121.0135541
12100000.0,1.0,0.0,54.0,0.0,Pasay,1,0.0,120.989
24721800.0,3.0,2.0,102.0,0.0,Pasig,1,14.583771,121.059675
5600000.0,1.0,1.0,33.0,0.0,Cainta,1,14.583362,121.130727
10976000.0,1.0,1.0,51.0,0.0,Pasig,1,14.583771,121.059675
4700000.0,1.0,1.0,23.0,0.0,Paranaque,1,14.499387,121.025633
1366658.0,1.0,0.0,25.0,58.0,Calamba,0,14.196755,121.104962
3666200.0,3.0,0.0,80.0,100.0,Ozamiz,0,8.14369,123.813471
2950000.0,1.0,1.0,30.0,0.0,Davao,1,7.128006,125.648968
4800000.0,3.0,0.0,90.0,60.0,Binan,0,14.3268282,121.0857856
30868000.0,2.0,1.0,89.0,0.0,Pasig,1,14.588882,121.079016
6756360.0,4.0,0.0,110.0,100.0,Kawit,0,14.4185112,120.898962
6785600.0,2.0,1.0,39.0,0.0,Quezon City,1,14.621176,121.022808
7500000.0,1.0,1.0,45.0,0.0,San Juan,1,13.740708,121.428014
8535732.0,2.0,2.0,76.0,0.0,Davao,1,7.0867489,125.5840299
5857600.0,1.0,1.0,37.0,0.0,Pasay,1,14.55323,120.990226
45668000.0,2.0,2.0,114.0,0.0,Pasig,1,14.588377,121.059897
7000000.0,1.0,1.0,37.0,0.0,San Juan,1,14.600676,121.43876
11300800.0,1.0,1.0,52.0,0.0,Pasig,1,14.583771,121.059675
175265000.0,4.0,4.0,409.0,0.0,Pasig,1,14.588377,121.059897
2810000.0,1.0,1.0,24.0,0.0,Cebu,1,10.3058395,123.8908567
13007400.0,2.0,0.0,75.0,0.0,Cebu,1,10.3084189,123.9157609
4206258.0,1.0,1.0,35.0,0.0,Davao,1,7.0867489,125.5840299
5493461.0,3.0,0.0,123.0,140.0,Dasmarinas,0,14.285456,120.950177
3124880.0,2.0,0.0,71.0,120.0,Calamba,0,14.182,121.12621179622
8645982.0,2.0,2.0,77.0,0.0,Davao,1,7.0867489,125.5840299
3900000.0,1.0,1.0,21.0,0.0,San Juan,1,14.600676,121.43876
37940000.0,2.0,3.0,141.0,0.0,San Juan,1,14.600676,121.43876
1880600.0,3.0,0.0,40.0,40.0,Kawit,0,14.4185112,120.898962
8018070.0,1.0,1.0,33.0,0.0,Mandaluyong,1,14.578255,121.052143
4200000.0,2.0,0.0,53.0,50.0,Compostela,0,10.44226,123.994411
14700000.0,3.0,0.0,115.0,150.0,Cebu,0,10.36171,123.911374
5234791.0,3.0,0.0,75.0,112.0,Imus,0,14.4234269,120.9289746
2500000.0,0.0,0.0,49.0,86.0,Capas,0,15.38115,120.590541
5548360.0,4.0,0.0,107.0,120.0,General Trias,0,14.296605,120.904361
2100000.0,0.0,0.0,49.0,50.0,Capas,0,15.38115,120.590541
3199000.0,1.0,1.0,27.0,0.0,Cebu,1,10.305725,123.904993
1916509.0,1.0,1.0,17.0,0.0,Quezon City,1,14.640624,121.076504
3000000.0,3.0,0.0,55.0,50.0,Tanza,0,14.35989,120.822985
7852870.0,3.0,2.0,74.0,0.0,Mandaluyong,1,14.571338,121.04641
2925600.0,3.0,0.0,60.0,80.0,Calamba,0,14.176345,121.122173
3580000.0,2.0,2.0,32.0,0.0,Valenzuela,1,14.7049986,120.98518
8229500.0,3.0,2.0,53.0,0.0,Quezon City,1,14.621176,121.022808
3113220.0,1.0,1.0,27.0,0.0,Quezon City,1,14.68155,121.0198
1562440.0,1.0,0.0,41.0,60.0,Calamba,0,14.176345,121.122173
11600000.0,2.0,1.0,58.0,0.0,Paranaque,1,14.499387,121.025633
2459200.0,3.0,0.0,80.0,60.0,Calamba,0,14.176345,121.122173
3000000.0,3.0,0.0,55.0,80.0,General Trias,0,14.321965,120.895878
14632000.0,1.0,1.0,59.0,0.0,Pasig,1,14.583771,121.059675
42359000.0,2.0,2.0,114.0,0.0,Pasig,1,14.588377,121.059897
2902810.0,3.0,0.0,60.0,90.0,Calamba,0,14.196755,121.104962
14100000.0,4.0,0.0,150.0,200.0,San Juan,0,0.0,121.428
2906840.0,3.0,0.0,56.0,100.0,Ozamiz,0,8.14369,123.813471
6900000.0,2.0,0.0,150.0,0.0,Alfonso,1,14.0971303,120.8354138
6785600.0,2.0,1.0,39.0,0.0,Quezon City,1,14.621176,121.022808
7623299.0,1.0,1.0,31.0,0.0,Mandaluyong,1,14.578255,121.052143
3000000.0,1.0,1.0,26.0,0.0,Imus,1,14.3841135,120.9356405
3800000.0,1.0,1.0,28.0,0.0,Baguio,1,16.39936,120.581264
7500000.0,3.0,2.0,52.0,0.0,Manila,1,14.590526,120.985482
6970000.0,4.0,0.0,85.0,110.0,Malolos,0,14.8743986,120.7973062
6841640.0,4.0,0.0,160.0,154.0,General Trias,0,14.2814,120.918211
5157800.0,3.0,0.0,120.0,120.0,Ozamiz,0,8.14369,123.813471
1699999.0,3.0,0.0,70.0,100.0,Ozamiz,0,8.14369,123.813471
2406200.0,3.0,0.0,79.0,60.0,Calamba,0,14.176345,121.122173
3600000.0,1.0,1.0,21.0,0.0,Baguio,1,16.39936,120.581264
3890000.0,1.0,1.0,26.0,0.0,Pasig,1,14.601887,121.093698
12000000.0,2.0,0.0,63.0,0.0,Pasay,1,0.0,120.989
2671400.0,4.0,0.0,70.0,60.0,Kawit,0,14.4185112,120.898962
2698000.0,3.0,0.0,65.0,60.0,Tanauan,0,14.0661817,121.1567437
4460000.0,3.0,0.0,63.0,88.0,Silang,0,14.183344,121.012375
6298845.0,4.0,0.0,83.0,140.0,Dasmarinas,0,14.287385,120.964753
4363000.0,1.0,1.0,20.0,0.0,Manila,1,14.551476,120.9895887
7320000.0,1.0,2.0,50.0,0.0,Davao,1,7.095857,125.630475
8900000.0,2.0,2.0,73.0,0.0,Muntinlupa,1,14.4179774,121.037608
12069664.0,1.0,1.0,57.0,0.0,Mandaluyong,1,14.578255,121.052143
4767000.0,3.0,0.0,72.0,110.0,Calamba,0,14.188482,121.109967
2918180.0,2.0,0.0,46.0,110.0,Calamba,0,14.191945,121.113605
3199000.0,2.0,0.0,77.0,100.0,General Trias,0,14.2814,120.918211
4353328.0,2.0,0.0,96.0,100.0,General Trias,0,14.2814,120.918211
1600000.0,1.0,0.0,46.0,57.0,Santa Maria,0,14.83466,121.33919
4500000.0,1.0,1.0,37.0,0.0,Muntinlupa,1,14.4179774,121.037608
9268000.0,5.0,0.0,179.0,176.0,Silang,0,14.183344,121.012375
5000000.0,2.0,0.0,63.0,96.0,Dasmarinas,0,14.304975,120.944111
2810000.0,1.0,1.0,24.0,0.0,Cebu,1,10.3058395,123.8908567
1760000.0,1.0,0.0,46.0,77.0,Santa Maria,0,14.83466,121.33919
10000000.0,1.0,1.0,37.0,0.0,Taguig,1,14.54595,121.0494
2406200.0,3.0,0.0,79.0,60.0,Calamba,0,14.176345,121.122173
1400000.0,1.0,0.0,46.0,40.0,Santa Maria,0,14.83466,121.33919
6709716.0,3.0,2.0,46.0,0.0,Quezon City,1,14.646511,120.996952
7032800.0,4.0,0.0,149.0,176.0,Calamba,0,14.176345,121.122173
5446700.0,2.0,1.0,58.0,0.0,Muntinlupa,1,14.434669,121.040194
6853000.0,2.0,1.0,43.0,0.0,Baguio,1,16.419598,120.626852
8381730.0,4.0,0.0,174.0,176.0,Lipa,0,0.0,121.185
3100000.0,2.0,0.0,59.0,88.0,Mexico,0,15.125835,120.680386
4500000.0,1.0,1.0,21.0,0.0,Pasay,1,14.547436,120.998485
3040080.0,1.0,1.0,24.0,0.0,Quezon City,1,14.646511,120.996952
2643963.0,3.0,0.0,62.0,50.0,Porac,0,15.119767,120.560714
5036925.0,3.0,0.0,67.0,150.0,Lipa,0,0.0,121.185
16125357.0,2.0,2.0,84.0,0.0,Mandaluyong,1,14.578255,121.052143
7413780.0,4.0,0.0,136.0,176.0,Lipa,0,0.0,121.185
5008864.0,2.0,1.0,37.0,0.0,Pasig,1,14.555535,121.090095
5940000.0,2.0,1.0,45.0,0.0,Baguio,1,16.4145653,120.5814088
111512000.0,4.0,4.0,268.0,0.0,Pasig,1,14.588377,121.059897
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
6756360.0,4.0,0.0,110.0,100.0,Imus,0,14.4084872,120.9062254
5000000.0,2.0,1.0,38.0,0.0,Mandaue,1,10.9221743,124.0208544
6650000.0,3.0,0.0,84.0,120.0,General Trias,0,14.37318,120.896613
10715000.0,1.0,1.0,34.0,0.0,Pasig,1,14.575822,121.064324
6085537.0,3.0,0.0,117.0,120.0,Lipa,0,0.0,121.185
7948203.0,1.0,1.0,33.0,0.0,Mandaluyong,1,14.578255,121.052143
50085329.0,3.0,0.0,211.0,0.0,Pasig,1,14.5808822,121.05885
2820800.0,3.0,0.0,78.0,63.0,Porac,0,15.119767,120.560714
7216034.0,1.0,1.0,32.0,0.0,Mandaluyong,1,14.578255,121.052143
5978000.0,3.0,0.0,90.0,100.0,Imus,0,14.4084872,120.9062254
7300000.0,1.0,1.0,40.0,0.0,Quezon City,1,14.644874,121.050593
7410000.0,4.0,0.0,100.0,120.0,General Trias,0,14.37318,120.896613
1400000.0,1.0,0.0,46.0,48.0,Santa Maria,0,14.83466,121.33919
25471000.0,2.0,1.0,89.0,0.0,Pasig,1,14.588882,121.079016
12370523.0,2.0,1.0,52.0,0.0,Mandaluyong,1,14.592173,121.053333
5978000.0,3.0,0.0,90.0,100.0,General Trias,0,14.37318,120.896613
10021000.0,1.0,0.0,35.0,0.0,Pasig,1,14.588882,121.079016
3800000.0,3.0,0.0,72.0,88.0,Mexico,0,15.125835,120.680386
5690000.0,3.0,0.0,72.0,100.0,Imus,0,14.4084872,120.9062254
20502000.0,1.0,1.0,65.0,0.0,Pasig,1,14.575822,121.064324
3800000.0,1.0,1.0,28.0,0.0,Baguio,1,16.39936,120.581264
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
8500000.0,1.0,1.0,36.0,0.0,Pasig,1,14.587518,121.062753
10151000.0,5.0,0.0,166.0,143.0,Malolos,0,14.8743986,120.7973062
7032800.0,4.0,0.0,149.0,176.0,Calamba,0,14.176345,121.122173
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
4800000.0,1.0,1.0,28.0,0.0,Baguio,1,16.39936,120.581264
4956000.0,3.0,0.0,93.0,88.0,Silang,0,14.183344,121.012375
5446700.0,2.0,1.0,58.0,0.0,Muntinlupa,1,14.434669,121.040194
3800000.0,3.0,0.0,65.0,116.0,Lipa,0,14.0042716,121.1705877
4900000.0,2.0,1.0,39.0,0.0,Manila,1,14.590526,120.985482
8000000.0,3.0,2.0,72.0,0.0,Cebu,1,10.36171,123.911374
16214000.0,1.0,1.0,57.0,0.0,Pasig,1,14.588882,121.079016
8982815.0,4.0,0.0,176.0,168.0,Porac,0,15.119767,120.560714
14612268.0,2.0,2.0,67.0,0.0,Quezon City,1,14.605396,121.081903
5006400.0,1.0,1.0,37.0,0.0,Pasay,1,14.55323,120.990226
10100000.0,2.0,2.0,68.0,0.0,Quezon City,1,14.644874,121.050593
2459200.0,3.0,0.0,80.0,60.0,Calamba,0,14.176345,121.122173
6363100.0,2.0,1.0,35.0,0.0,Quezon City,1,14.68155,121.0198
8100000.0,1.0,1.0,40.0,0.0,Pasay,1,0.0,120.989
5008864.0,2.0,1.0,37.0,0.0,Pasig,1,14.555535,121.090095
8535732.0,2.0,2.0,76.0,0.0,Davao,1,7.0867489,125.5840299
7300000.0,1.0,1.0,45.0,0.0,Baguio,1,16.39936,120.581264
14612268.0,2.0,2.0,67.0,0.0,Quezon City,1,14.605396,121.081903
6500000.0,2.0,1.0,48.0,0.0,Las Pinas,1,14.446596,120.987165
7860000.0,4.0,0.0,116.0,176.0,Silang,0,14.183344,121.012375
4206258.0,1.0,1.0,36.0,0.0,Davao,1,7.0867489,125.5840299
3000000.0,1.0,1.0,30.0,0.0,Silang,1,14.247941,120.952854
7278411.0,1.0,1.0,32.0,0.0,Mandaluyong,1,14.578255,121.052143
5208904.0,2.0,2.0,44.0,0.0,Mandaluyong,1,14.571338,121.04641
5008864.0,2.0,1.0,37.0,0.0,Pasig,1,14.555535,121.090095
4200000.0,2.0,0.0,53.0,70.0,Compostela,0,10.44226,123.994411
7860000.0,4.0,0.0,116.0,176.0,Silang,0,14.183344,121.012375
4250000.0,3.0,0.0,71.0,120.0,Ozamiz,0,8.14369,123.813471
16414733.0,2.0,1.0,69.0,0.0,Mandaluyong,1,14.592173,121.053333
4715100.0,1.0,1.0,30.0,0.0,Bacoor,1,14.4251071,120.9486663
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
4200000.0,1.0,1.0,24.0,0.0,Mandaluyong,1,14.571338,121.04641
6000000.0,3.0,0.0,103.0,143.0,Lipa,0,14.0042716,121.1705877
6000000.0,1.0,1.0,40.0,0.0,Quezon City,1,14.644874,121.050593
1833376.0,1.0,1.0,17.0,0.0,Las Pinas,1,14.4324914,121.0140532
2600000.0,1.0,1.0,22.0,0.0,Las Pinas,1,14.446596,120.987165
5400000.0,1.0,1.0,34.0,0.0,Cainta,1,14.583362,121.130727
4200000.0,1.0,1.0,32.0,0.0,Pasig,1,14.601887,121.093698
6363100.0,2.0,1.0,35.0,0.0,Quezon City,1,14.68155,121.0198
9400000.0,2.0,1.0,57.0,0.0,Baguio,1,16.39936,120.581264
5307970.0,1.0,1.0,40.0,0.0,Cebu,1,10.305725,123.904993
8215625.0,5.0,0.0,179.0,176.0,Lipa,0,0.0,121.185
3700000.0,1.0,1.0,24.0,0.0,Cebu,1,10.31581,123.918231
10500000.0,1.0,1.0,58.0,0.0,Quezon City,1,0.0,121.039
21700000.0,3.0,2.0,139.0,0.0,Quezon City,1,14.646511,120.996952
7800000.0,3.0,1.0,60.0,0.0,Baguio,1,16.39936,120.581264
5600000.0,1.0,1.0,30.0,0.0,Quezon City,1,14.61777,121.0572
8107899.0,1.0,1.0,33.0,0.0,Mandaluyong,1,14.578255,121.052143
7800000.0,3.0,1.0,60.0,0.0,Baguio,1,16.39936,120.581264
11300000.0,3.0,0.0,100.0,200.0,San Juan,0,0.0,121.428
5479920.0,2.0,1.0,36.0,0.0,Quezon City,1,14.631613,121.023475
4700000.0,3.0,0.0,81.0,110.0,Cabanatuan,0,15.47877,120.995348
4100000.0,2.0,0.0,52.0,83.0,Dasmarinas,0,14.304975,120.944111
21037273.0,1.0,1.0,78.0,0.0,Pasig,1,14.5808822,121.05885
4100000.0,2.0,0.0,52.0,83.0,Dasmarinas,0,14.304975,120.944111
2600000.0,1.0,1.0,22.0,0.0,Las Pinas,1,14.446596,120.987165
5700000.0,1.0,1.0,33.0,0.0,Mandaluyong,1,14.572246,121.05402
8557360.0,4.0,0.0,171.0,176.0,Calamba,0,14.176345,121.122173
11312000.0,3.0,2.0,72.0,0.0,Baguio,1,16.419598,120.626852
5770000.0,4.0,0.0,80.0,110.0,Calamba,0,14.188482,121.109967
5978000.0,3.0,0.0,90.0,100.0,Kawit,0,14.4185112,120.898962
1880600.0,3.0,0.0,40.0,40.0,General Trias,0,14.37318,120.896613
2464168.0,2.0,0.0,46.0,51.0,Santo Tomas,0,14.12405,121.17277
6361200.0,2.0,1.0,40.0,0.0,Bacoor,1,14.4251071,120.9486663
5565680.0,3.0,2.0,54.0,0.0,Mandaluyong,1,14.578255,121.052143
7410000.0,4.0,0.0,100.0,120.0,Imus,0,14.4084872,120.9062254
3587010.0,3.0,0.0,112.0,72.0,Tanza,0,14.292781,120.828878
15355200.0,2.0,2.0,90.0,0.0,Pasay,1,14.55323,120.990226
11800000.0,2.0,2.0,100.0,0.0,Quezon City,1,14.646511,120.996952
6396780.0,4.0,0.0,115.0,176.0,Calamba,0,14.176345,121.122173
2378396.0,1.0,1.0,19.0,0.0,Mandaluyong,1,14.571338,121.04641
15657600.0,3.0,2.0,120.0,0.0,Pasay,1,14.55323,120.990226
28624000.0,1.0,1.0,69.0,0.0,Pasig,1,14.588377,121.059897
4100000.0,1.0,1.0,22.0,0.0,Quezon City,1,14.61777,121.0572
89146000.0,3.0,3.0,241.0,0.0,Pasig,1,14.575822,121.064324
22595200.0,2.0,2.0,87.0,0.0,Pasig,1,14.583771,121.059675
4600000.0,2.0,0.0,52.0,80.0,Lipa,0,13.9775271,121.1701226
8600000.0,2.0,1.0,72.0,0.0,Silang,1,14.247941,120.952854
3000000.0,0.0,0.0,75.0,90.0,Capas,0,15.38115,120.590541
3756900.0,1.0,1.0,40.0,0.0,Muntinlupa,1,14.434669,121.040194
5607000.0,3.0,0.0,66.0,88.0,Malolos,0,14.8743986,120.7973062
4786000.0,1.0,1.0,30.0,0.0,Bacolod,1,10.6877926,122.9747478
5234791.0,3.0,0.0,75.0,80.0,Imus,0,14.4234269,120.9289746
6900000.0,1.0,1.0,68.0,0.0,Tagaytay,1,14.119975,120.95476
4842720.0,2.0,1.0,36.0,0.0,Quezon City,1,14.646511,120.996952
1840805.0,2.0,0.0,43.0,47.0,Calamba,0,14.196755,121.104962
7700000.0,3.0,2.0,56.0,0.0,Quezon City,1,14.621176,121.022808
4851616.0,2.0,0.0,111.0,100.0,General Trias,0,14.2814,120.918211
7900000.0,5.0,0.0,150.0,150.0,Lipa,0,14.0042716,121.1705877
4900000.0,1.0,1.0,27.0,0.0,Pasay,1,14.547436,120.998485
13366838.0,2.0,0.0,75.0,0.0,Cebu,1,10.3084189,123.9157609
2624075.0,3.0,0.0,62.0,50.0,Porac,0,15.119767,120.560714
5870000.0,3.0,0.0,82.0,120.0,Dasmarinas,0,14.304975,120.944111
7841100.0,4.0,0.0,167.0,154.0,General Trias,0,14.2814,120.918211
2984737.0,3.0,0.0,64.0,51.0,Santo Tomas,0,14.12405,121.17277
2810000.0,1.0,1.0,24.0,0.0,Cebu,1,10.3058395,123.8908567
16688358.0,2.0,2.0,84.0,0.0,Mandaluyong,1,14.578255,121.052143
2395000.0,3.0,0.0,60.0,50.0,General Trias,0,14.37318,120.896613
5039190.0,3.0,0.0,109.0,120.0,General Trias,0,14.2814,120.918211
8913000.0,4.0,0.0,147.0,176.0,Silang,0,14.183344,121.012375
6966526.0,1.0,1.0,32.0,0.0,Mandaluyong,1,14.578255,121.052143
39304000.0,2.0,2.0,110.0,0.0,Pasig,1,14.575822,121.064324
4468800.0,1.0,1.0,34.0,0.0,Pasay,1,14.55323,120.990226
2392852.0,1.0,1.0,25.0,0.0,Mandaluyong,1,14.578255,121.052143
5565680.0,3.0,2.0,54.0,0.0,Mandaluyong,1,14.578255,121.052143
2440000.0,1.0,1.0,25.0,0.0,Valenzuela,1,14.7049986,120.98518
5600000.0,3.0,0.0,63.0,100.0,Lipa,0,13.9775271,121.1701226
2180000.0,1.0,1.0,22.0,0.0,Valenzuela,1,14.7049986,120.98518
18180400.0,2.0,2.0,64.0,0.0,Manila,1,14.551476,120.9895887
2881668.0,1.0,1.0,28.0,0.0,Las Pinas,1,14.4324914,121.0140532
5400000.0,1.0,1.0,32.0,0.0,Cainta,1,14.583362,121.130727
10752000.0,1.0,1.0,46.0,0.0,Pasig,1,14.583771,121.059675
11312000.0,3.0,2.0,59.0,0.0,Baguio,1,16.419598,120.626852
35077000.0,2.0,2.0,106.0,0.0,Pasig,1,14.575822,121.064324
7000000.0,1.0,1.0,35.0,0.0,Paranaque,1,14.499387,121.025633
7170250.0,1.0,0.0,44.0,0.0,Cebu,1,10.3084189,123.9157609
17799600.0,2.0,2.0,74.0,0.0,Pasig,1,14.583771,121.059675
22111600.0,3.0,2.0,98.0,0.0,Pasig,1,14.583771,121.059675
8473000.0,4.0,0.0,155.0,66.0,Dasmarinas,0,14.304975,120.944111
23914800.0,3.0,2.0,108.0,0.0,Pasig,1,14.583771,121.059675
3010000.0,1.0,1.0,32.0,0.0,Davao,1,7.128006,125.648968
7802700.0,3.0,2.0,54.0,0.0,Quezon City,1,14.68155,121.0198
7035469.0,1.0,1.0,32.0,0.0,Mandaluyong,1,14.578255,121.052143
26202400.0,3.0,2.0,110.0,0.0,Pasig,1,14.583771,121.059675
17912600.0,2.0,2.0,74.0,0.0,Pasig,1,14.583771,121.059675
8091264.0,1.0,1.0,33.0,0.0,Mandaluyong,1,14.578255,121.052143
14500000.0,2.0,2.0,62.0,0.0,Pasay,1,14.547436,120.998485
22720700.0,3.0,2.0,98.0,0.0,Pasig,1,14.583771,121.059675
7136000.0,2.0,1.0,39.0,0.0,Quezon City,1,14.621176,121.022808
11600000.0,2.0,1.0,58.0,0.0,Paranaque,1,14.499387,121.025633
11500000.0,1.0,0.0,68.0,0.0,Pasay,1,0.0,120.989
9434000.0,3.0,0.0,174.0,176.0,Silang,0,14.183344,121.012375
10500000.0,1.0,1.0,49.0,0.0,Pasig,1,14.587518,121.062753
17743600.0,2.0,2.0,74.0,0.0,Pasig,1,14.583771,121.059675
5600000.0,3.0,0.0,63.0,103.0,Dasmarinas,0,14.304975,120.944111
6709716.0,3.0,2.0,46.0,0.0,Quezon City,1,14.631613,121.023475
47546000.0,2.0,2.0,109.0,0.0,Pasig,1,14.588377,121.059897
14900000.0,2.0,0.0,80.0,0.0,Pasay,1,0.0,120.989
12200000.0,2.0,2.0,68.0,0.0,Quezon City,1,14.644874,121.050593
17641900.0,2.0,2.0,74.0,0.0,Pasig,1,14.583771,121.059675
28844000.0,3.0,0.0,250.0,92.0,Muntinlupa,0,14.434669,121.040194
7500000.0,3.0,2.0,52.0,0.0,Manila,1,14.590526,120.985482
7320000.0,1.0,2.0,50.0,0.0,Davao,1,7.095857,125.630475
8466000.0,4.0,0.0,136.0,176.0,Silang,0,14.183344,121.012375
8500000.0,1.0,1.0,41.0,0.0,Binan,1,14.3336384,121.0555577
39675000.0,3.0,0.0,323.0,90.0,Muntinlupa,0,14.434669,121.040194
3040080.0,1.0,1.0,24.0,0.0,Quezon City,1,14.631613,121.023475
8913000.0,4.0,0.0,147.0,176.0,Silang,0,14.183344,121.012375
5029302.0,1.0,1.0,37.0,0.0,Cebu,1,10.305725,123.904993
11054400.0,1.0,1.0,47.0,0.0,Pasig,1,14.583771,121.059675
10760000.0,2.0,2.0,76.0,0.0,Davao,1,7.095857,125.630475
5526622.0,2.0,1.0,58.0,0.0,Las Pinas,1,14.4324914,121.0140532
2800000.0,2.0,0.0,42.0,60.0,Lipa,0,13.9775271,121.1701226
20000000.0,2.0,1.0,80.0,0.0,Binan,1,14.3336384,121.0555577
12508872.0,1.0,1.0,57.0,0.0,Mandaluyong,1,14.578255,121.052143
4000000.0,2.0,0.0,52.0,80.0,Dasmarinas,0,14.304975,120.944111
12262000.0,1.0,1.0,40.0,0.0,Pasig,1,14.575822,121.064324
4297800.0,3.0,0.0,112.0,80.0,Santa Maria,0,14.843912,120.968376
5941000.0,3.0,0.0,112.0,120.0,Silang,0,14.183344,121.012375
5800000.0,3.0,0.0,63.0,143.0,Dasmarinas,0,14.304975,120.944111
4400000.0,4.0,0.0,91.0,110.0,Mexico,0,15.125835,120.680386
16545507.0,2.0,2.0,84.0,0.0,Mandaluyong,1,14.578255,121.052143
2963760.0,1.0,1.0,24.0,0.0,Quezon City,1,14.646511,120.996952
2250000.0,3.0,0.0,70.0,100.0,Ozamiz,0,8.14369,123.813471
40322000.0,3.0,0.0,323.0,90.0,Muntinlupa,0,14.434669,121.040194
7500000.0,3.0,2.0,52.0,0.0,Manila,1,14.590526,120.985482
3600000.0,0.0,0.0,66.0,79.0,Capas,0,15.38115,120.590541
4740000.0,1.0,1.0,23.0,0.0,Paranaque,1,14.499387,121.025633
5254367.0,1.0,2.0,50.0,0.0,Mandaluyong,1,14.578255,121.052143
5071500.0,2.0,1.0,54.0,0.0,Muntinlupa,1,14.434669,121.040194
15737000.0,1.0,0.0,58.0,0.0,Pasig,1,14.588882,121.079016
34575000.0,2.0,2.0,106.0,0.0,Pasig,1,14.575822,121.064324
2800000.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
2239999.0,2.0,0.0,42.0,60.0,Dasmarinas,0,14.304975,120.944111
15635000.0,1.0,1.0,56.0,0.0,Pasig,1,14.588882,121.079016
7802700.0,3.0,2.0,54.0,0.0,Quezon City,1,14.68155,121.0198
12200000.0,2.0,2.0,68.0,0.0,Quezon City,1,14.644874,121.050593
2810000.0,1.0,1.0,24.0,0.0,Cebu,1,10.3058395,123.8908567
28593000.0,1.0,1.0,69.0,0.0,Pasig,1,14.588377,121.059897
39027000.0,3.0,0.0,323.0,105.0,Muntinlupa,0,14.434669,121.040194
3109000.0,2.0,0.0,42.0,63.0,San Jose del Monte,0,14.8450503,121.0612785
2973000.0,2.0,0.0,40.0,63.0,San Jose del Monte,0,14.8450503,121.0612785
3167280.0,1.0,1.0,24.0,0.0,Quezon City,1,14.631613,121.023475
6396780.0,4.0,0.0,115.0,176.0,Calamba,0,14.176345,121.122173
4442000.0,3.0,0.0,60.0,110.0,Calamba,0,14.188482,121.109967
5028452.0,1.0,1.0,29.0,0.0,Manila,1,14.5822048,121.0135541
6574890.0,4.0,0.0,124.0,143.0,Porac,0,15.119767,120.560714
3756900.0,1.0,1.0,40.0,0.0,Muntinlupa,1,14.434669,121.040194
5379890.0,4.0,0.0,96.0,98.0,Porac,0,15.119767,120.560714
10592480.0,4.0,0.0,178.0,176.0,Silang,0,14.17569,121.6557
9540880.0,4.0,0.0,178.0,176.0,Lipa,0,0.0,121.185
6900000.0,3.0,0.0,63.0,187.0,Dasmarinas,0,14.304975,120.944111
2810000.0,1.0,1.0,24.0,0.0,Cebu,1,10.3058395,123.8908567
17641900.0,2.0,2.0,74.0,0.0,Pasig,1,14.583771,121.059675
3050000.0,2.0,0.0,42.0,90.0,Dasmarinas,0,14.304975,120.944111
9576000.0,1.0,1.0,42.0,0.0,Pasig,1,14.583771,121.059675
5690000.0,3.0,0.0,72.0,100.0,Kawit,0,14.4185112,120.898962
4100000.0,1.0,1.0,17.0,0.0,Mandaluyong,1,14.572246,121.05402
8100000.0,1.0,1.0,32.0,0.0,Binan,1,14.3336384,121.0555577
4644600.0,1.0,1.0,40.0,0.0,Muntinlupa,1,14.434669,121.040194
39999000.0,0.0,0.0,115.0,0.0,Pasig,1,14.588716,121.060009
25364000.0,2.0,1.0,89.0,0.0,Pasig,1,14.588882,121.079016
1880600.0,3.0,0.0,40.0,40.0,Imus,0,14.4084872,120.9062254
3816429.0,1.0,1.0,34.0,0.0,Mandaluyong,1,14.578255,121.052143
6628665.0,4.0,0.0,121.0,143.0,Porac,0,15.119767,120.560714
6650000.0,3.0,0.0,84.0,120.0,Imus,0,14.4084872,120.9062254
7636063.0,1.0,1.0,31.0,0.0,Mandaluyong,1,14.578255,121.052143
7200000.0,1.0,1.0,36.0,0.0,Quezon City,1,0.0,121.039
14612268.0,2.0,2.0,67.0,0.0,Quezon City,1,14.6018,121.0885977937
7123896.0,3.0,2.0,46.0,0.0,Quezon City,1,14.646511,120.996952
9576000.0,1.0,1.0,42.0,0.0,Pasig,1,14.583771,121.059675
10760000.0,2.0,2.0,76.0,0.0,Davao,1,7.095857,125.630475
